,inflow(t-2),precipitation(t-2),temp_1(t-2),temp_2(t-2),humidity(t-2),wind(t-2),solar(t-2),inflow(t-1),precipitation(t-1),temp_1(t-1),temp_2(t-1),humidity(t-1),wind(t-1),solar(t-1),inflow(t),precipitation(t),temp_1(t),temp_2(t),humidity(t),wind(t),solar(t)
158,9.3,0,28.4,12.6,62,1.6,12,9.9,0,30.3,12.5,68.8,0.8,12,8.4,0,29.3,14.2,67.8,0.4,6.4
159,9.9,0,30.3,12.5,68.8,0.8,12,8.4,0,29.3,14.2,67.8,0.4,6.4,25.1,13.7,22,17,93.3,1,1
160,8.4,0,29.3,14.2,67.8,0.4,6.4,25.1,13.7,22,17,93.3,1,1,21.6,0,24.3,16.8,77.8,1,1.5
161,25.1,13.7,22,17,93.3,1,1,21.6,0,24.3,16.8,77.8,1,1.5,16,0,25.9,17.5,80.3,0.6,4.8
162,21.6,0,24.3,16.8,77.8,1,1.5,16,0,25.9,17.5,80.3,0.6,4.8,13.2,0,28.5,16,77.8,1,5.5
163,16,0,25.9,17.5,80.3,0.6,4.8,13.2,0,28.5,16,77.8,1,5.5,10.9,0,28.9,16.2,72.5,1.4,10.4
164,13.2,0,28.5,16,77.8,1,5.5,10.9,0,28.9,16.2,72.5,1.4,10.4,15.5,0,31.7,18.7,71.5,0.6,9.9
165,10.9,0,28.9,16.2,72.5,1.4,10.4,15.5,0,31.7,18.7,71.5,0.6,9.9,14.9,0,33,17.9,70.8,0.6,10.9
166,15.5,0,31.7,18.7,71.5,0.6,9.9,14.9,0,33,17.9,70.8,0.6,10.9,11.4,0,32.2,17.5,72.5,1.2,11.6
167,14.9,0,33,17.9,70.8,0.6,10.9,11.4,0,32.2,17.5,72.5,1.2,11.6,8.4,11.7,26.2,20.4,84,0.8,0
168,11.4,0,32.2,17.5,72.5,1.2,11.6,8.4,11.7,26.2,20.4,84,0.8,0,7.3,2.8,30.5,21.3,76.5,1.5,8.6
169,8.4,11.7,26.2,20.4,84,0.8,0,7.3,2.8,30.5,21.3,76.5,1.5,8.6,17.6,2.9,29.3,19.4,79,1.3,7.8
170,7.3,2.8,30.5,21.3,76.5,1.5,8.6,17.6,2.9,29.3,19.4,79,1.3,7.8,15.8,0,27.5,17.3,65.8,1.5,3.9
171,17.6,2.9,29.3,19.4,79,1.3,7.8,15.8,0,27.5,17.3,65.8,1.5,3.9,7.4,0,26.9,19.5,77.3,0.9,4.6
172,15.8,0,27.5,17.3,65.8,1.5,3.9,7.4,0,26.9,19.5,77.3,0.9,4.6,8.4,0,28.7,17.4,74,1.3,10.9
173,7.4,0,26.9,19.5,77.3,0.9,4.6,8.4,0,28.7,17.4,74,1.3,10.9,10.8,0,30.2,15.8,69.5,1.4,11.1
174,8.4,0,28.7,17.4,74,1.3,10.9,10.8,0,30.2,15.8,69.5,1.4,11.1,7.1,0,29.3,17,77.8,0.8,7.9
175,10.8,0,30.2,15.8,69.5,1.4,11.1,7.1,0,29.3,17,77.8,0.8,7.9,6.8,0,33.2,17.4,75.5,0.6,7.2
176,7.1,0,29.3,17,77.8,0.8,7.9,6.8,0,33.2,17.4,75.5,0.6,7.2,15.8,11.4,23.2,18.1,90,1.2,0
177,6.8,0,33.2,17.4,75.5,0.6,7.2,15.8,11.4,23.2,18.1,90,1.2,0,18.6,7.7,24.1,18.4,86.8,0.9,0
178,15.8,11.4,23.2,18.1,90,1.2,0,18.6,7.7,24.1,18.4,86.8,0.9,0,25.4,0.7,23.3,19.1,86.3,0.8,0
179,18.6,7.7,24.1,18.4,86.8,0.9,0,25.4,0.7,23.3,19.1,86.3,0.8,0,20.4,0,28.3,18.7,81,0.3,8.3
180,25.4,0.7,23.3,19.1,86.3,0.8,0,20.4,0,28.3,18.7,81,0.3,8.3,17.1,0,31.5,18.9,75.5,0.8,9.5
181,20.4,0,28.3,18.7,81,0.3,8.3,17.1,0,31.5,18.9,75.5,0.8,9.5,13.8,5.2,24.6,18.6,84,1.9,0
182,17.1,0,31.5,18.9,75.5,0.8,9.5,13.8,5.2,24.6,18.6,84,1.9,0,34.7,17.4,20.8,16.7,86.5,1.9,0
183,13.8,5.2,24.6,18.6,84,1.9,0,34.7,17.4,20.8,16.7,86.5,1.9,0,89.6,0.8,22.2,16.4,83.8,2,0
184,34.7,17.4,20.8,16.7,86.5,1.9,0,89.6,0.8,22.2,16.4,83.8,2,0,71.6,0,28.7,15.6,71.8,1.3,12.4
185,89.6,0.8,22.2,16.4,83.8,2,0,71.6,0,28.7,15.6,71.8,1.3,12.4,45.1,0.4,24.8,20,83.3,1,0.1
186,71.6,0,28.7,15.6,71.8,1.3,12.4,45.1,0.4,24.8,20,83.3,1,0.1,35.9,0,24.4,19,83.5,1,1.2
187,45.1,0.4,24.8,20,83.3,1,0.1,35.9,0,24.4,19,83.5,1,1.2,30.9,0,29.6,18.5,77,1,9.9
188,35.9,0,24.4,19,83.5,1,1.2,30.9,0,29.6,18.5,77,1,9.9,19.8,0,29.9,20.5,75,1,6.5
189,30.9,0,29.6,18.5,77,1,9.9,19.8,0,29.9,20.5,75,1,6.5,24.1,0,28.8,20.6,79.8,0.9,9.7
190,19.8,0,29.9,20.5,75,1,6.5,24.1,0,28.8,20.6,79.8,0.9,9.7,13.6,0,32.6,20.2,76.5,0.8,8.9
191,24.1,0,28.8,20.6,79.8,0.9,9.7,13.6,0,32.6,20.2,76.5,0.8,8.9,19,0,31.1,21.6,75.8,1.1,3.9
192,13.6,0,32.6,20.2,76.5,0.8,8.9,19,0,31.1,21.6,75.8,1.1,3.9,20.5,5.2,26.5,20.8,88.8,0.6,3.7
193,19,0,31.1,21.6,75.8,1.1,3.9,20.5,5.2,26.5,20.8,88.8,0.6,3.7,20.4,0,30.3,18.6,79.3,0.6,6.9
194,20.5,5.2,26.5,20.8,88.8,0.6,3.7,20.4,0,30.3,18.6,79.3,0.6,6.9,25.4,18.3,28.8,19.2,79.3,1.1,2.8
195,20.4,0,30.3,18.6,79.3,0.6,6.9,25.4,18.3,28.8,19.2,79.3,1.1,2.8,720.9,88.6,22.9,18.4,94.3,2.3,0
196,25.4,18.3,28.8,19.2,79.3,1.1,2.8,720.9,88.6,22.9,18.4,94.3,2.3,0,437.8,0.7,27.5,19.2,82.5,0.7,5
197,720.9,88.6,22.9,18.4,94.3,2.3,0,437.8,0.7,27.5,19.2,82.5,0.7,5,209.8,0,29.5,17.4,78.8,1,11.5
198,437.8,0.7,27.5,19.2,82.5,0.7,5,209.8,0,29.5,17.4,78.8,1,11.5,126.2,11.2,28.3,18.7,81.8,1.6,3.8
199,209.8,0,29.5,17.4,78.8,1,11.5,126.2,11.2,28.3,18.7,81.8,1.6,3.8,100.1,1.5,23.7,18.7,87,0.6,0
200,126.2,11.2,28.3,18.7,81.8,1.6,3.8,100.1,1.5,23.7,18.7,87,0.6,0,75.5,0.3,30.8,20.8,77.5,1,7.3
201,100.1,1.5,23.7,18.7,87,0.6,0,75.5,0.3,30.8,20.8,77.5,1,7.3,192.9,56.7,26.1,21.6,91,1.1,0
202,75.5,0.3,30.8,20.8,77.5,1,7.3,192.9,56.7,26.1,21.6,91,1.1,0,609.8,9.7,27.5,21.4,88.3,0.9,0
203,192.9,56.7,26.1,21.6,91,1.1,0,609.8,9.7,27.5,21.4,88.3,0.9,0,928,49.4,28.4,22.4,89,1.7,2
204,609.8,9.7,27.5,21.4,88.3,0.9,0,928,49.4,28.4,22.4,89,1.7,2,941.1,18.5,29.1,19.9,80.8,1.1,8.1
205,928,49.4,28.4,22.4,89,1.7,2,941.1,18.5,29.1,19.9,80.8,1.1,8.1,360.5,0,30.4,19.2,81.8,1.2,4.9
206,941.1,18.5,29.1,19.9,80.8,1.1,8.1,360.5,0,30.4,19.2,81.8,1.2,4.9,210,0.2,25.5,21,83.5,0.5,0
207,360.5,0,30.4,19.2,81.8,1.2,4.9,210,0.2,25.5,21,83.5,0.5,0,168.5,0,30.1,21.4,80,1,5.7
208,210,0.2,25.5,21,83.5,0.5,0,168.5,0,30.1,21.4,80,1,5.7,218.1,34.6,29.1,20.3,86,1.3,5.9
209,168.5,0,30.1,21.4,80,1,5.7,218.1,34.6,29.1,20.3,86,1.3,5.9,236.2,9.6,24.5,21.2,92.5,1.1,0
210,218.1,34.6,29.1,20.3,86,1.3,5.9,236.2,9.6,24.5,21.2,92.5,1.1,0,190.9,0.1,26.1,19.7,82.3,1.8,1.1
211,236.2,9.6,24.5,21.2,92.5,1.1,0,190.9,0.1,26.1,19.7,82.3,1.8,1.1,173.2,0.3,27.5,18.2,76,2.1,6.7
212,190.9,0.1,26.1,19.7,82.3,1.8,1.1,173.2,0.3,27.5,18.2,76,2.1,6.7,167.3,0,27.3,14.6,67.3,1.5,12.7
213,173.2,0.3,27.5,18.2,76,2.1,6.7,167.3,0,27.3,14.6,67.3,1.5,12.7,116.5,0,30.2,14.2,70.5,1.6,11.9
214,167.3,0,27.3,14.6,67.3,1.5,12.7,116.5,0,30.2,14.2,70.5,1.6,11.9,82.7,0,28.3,15.1,71,2,12.8
215,116.5,0,30.2,14.2,70.5,1.6,11.9,82.7,0,28.3,15.1,71,2,12.8,68.5,0,25.6,15.4,73.8,2.1,8
216,82.7,0,28.3,15.1,71,2,12.8,68.5,0,25.6,15.4,73.8,2.1,8,65.1,0,25.3,19.3,69,2.2,3
217,68.5,0,25.6,15.4,73.8,2.1,8,65.1,0,25.3,19.3,69,2.2,3,65.3,0,25.9,17.6,64.3,2.8,5.4
218,65.1,0,25.3,19.3,69,2.2,3,65.3,0,25.9,17.6,64.3,2.8,5.4,75.8,0,26.4,16.2,64.5,2.7,9
219,65.3,0,25.9,17.6,64.3,2.8,5.4,75.8,0,26.4,16.2,64.5,2.7,9,61.5,1.9,24.2,16.6,76.5,1.8,0
220,75.8,0,26.4,16.2,64.5,2.7,9,61.5,1.9,24.2,16.6,76.5,1.8,0,55.5,12.7,23.6,16.4,78.3,1.8,1.7
221,61.5,1.9,24.2,16.6,76.5,1.8,0,55.5,12.7,23.6,16.4,78.3,1.8,1.7,45.3,1,26.5,17.8,75.5,1.8,2.1
222,55.5,12.7,23.6,16.4,78.3,1.8,1.7,45.3,1,26.5,17.8,75.5,1.8,2.1,50,0,24.1,19.3,81,1.5,1.8
223,45.3,1,26.5,17.8,75.5,1.8,2.1,50,0,24.1,19.3,81,1.5,1.8,57.5,0,29.5,18.8,78.3,0.6,5.3
224,50,0,24.1,19.3,81,1.5,1.8,57.5,0,29.5,18.8,78.3,0.6,5.3,59.8,0,28.6,19.5,84,0.2,5.3
225,57.5,0,29.5,18.8,78.3,0.6,5.3,59.8,0,28.6,19.5,84,0.2,5.3,128.1,72.2,22.9,19.8,94.8,1,0
226,59.8,0,28.6,19.5,84,0.2,5.3,128.1,72.2,22.9,19.8,94.8,1,0,259,4,25.5,20.6,85.8,1.4,0.5
227,128.1,72.2,22.9,19.8,94.8,1,0,259,4,25.5,20.6,85.8,1.4,0.5,151.1,2.2,29.4,19.9,82.3,0.6,7.8
228,259,4,25.5,20.6,85.8,1.4,0.5,151.1,2.2,29.4,19.9,82.3,0.6,7.8,120.1,0,27,20.5,72.5,1.9,3.3
229,151.1,2.2,29.4,19.9,82.3,0.6,7.8,120.1,0,27,20.5,72.5,1.9,3.3,126.4,38,21.8,18.5,93.3,1,0
230,120.1,0,27,20.5,72.5,1.9,3.3,126.4,38,21.8,18.5,93.3,1,0,113.9,22.4,24.7,19.3,90,0.4,0.1
231,126.4,38,21.8,18.5,93.3,1,0,113.9,22.4,24.7,19.3,90,0.4,0.1,147.6,0,29.8,20.8,82.8,0.3,7.8
232,113.9,22.4,24.7,19.3,90,0.4,0.1,147.6,0,29.8,20.8,82.8,0.3,7.8,128.2,0,28.4,19.8,88.3,0.4,2.5
233,147.6,0,29.8,20.8,82.8,0.3,7.8,128.2,0,28.4,19.8,88.3,0.4,2.5,96.9,0.6,30.7,20.4,79.5,0.3,7.3
234,128.2,0,28.4,19.8,88.3,0.4,2.5,96.9,0.6,30.7,20.4,79.5,0.3,7.3,73.2,0,30.5,19.3,79,0.7,11.8
235,96.9,0.6,30.7,20.4,79.5,0.3,7.3,73.2,0,30.5,19.3,79,0.7,11.8,71.8,0,29.2,20.3,80.8,0.7,6.4
236,73.2,0,30.5,19.3,79,0.7,11.8,71.8,0,29.2,20.3,80.8,0.7,6.4,58.5,1.2,28.3,19.7,81.3,1.2,7.4
237,71.8,0,29.2,20.3,80.8,0.7,6.4,58.5,1.2,28.3,19.7,81.3,1.2,7.4,91.3,25.2,26.7,19.3,87.8,1.6,0
238,58.5,1.2,28.3,19.7,81.3,1.2,7.4,91.3,25.2,26.7,19.3,87.8,1.6,0,495.9,15.6,26.5,19.1,84.5,2.1,0.6
239,91.3,25.2,26.7,19.3,87.8,1.6,0,495.9,15.6,26.5,19.1,84.5,2.1,0.6,438.6,0.2,24.2,20,81.8,1.3,0
240,495.9,15.6,26.5,19.1,84.5,2.1,0.6,438.6,0.2,24.2,20,81.8,1.3,0,267.4,0,26.9,19,78,1.9,2.9
241,438.6,0.2,24.2,20,81.8,1.3,0,267.4,0,26.9,19,78,1.9,2.9,180.7,0,23,18.1,85.8,1.2,0
242,267.4,0,26.9,19,78,1.9,2.9,180.7,0,23,18.1,85.8,1.2,0,120.7,0,27.2,18.7,85.8,0.7,2.8
243,180.7,0,23,18.1,85.8,1.2,0,120.7,0,27.2,18.7,85.8,0.7,2.8,107.4,3.6,28.1,19.5,92.5,1,4.9
244,120.7,0,27.2,18.7,85.8,0.7,2.8,107.4,3.6,28.1,19.5,92.5,1,4.9,100.8,15.5,29.1,20,81.8,0.9,8.5
245,107.4,3.6,28.1,19.5,92.5,1,4.9,100.8,15.5,29.1,20,81.8,0.9,8.5,153.4,28.2,21.4,16.2,91.5,0.9,2.7
246,100.8,15.5,29.1,20,81.8,0.9,8.5,153.4,28.2,21.4,16.2,91.5,0.9,2.7,165.1,0,27.3,16.9,81.8,0.5,10.5
247,153.4,28.2,21.4,16.2,91.5,0.9,2.7,165.1,0,27.3,16.9,81.8,0.5,10.5,140.3,0.1,25.9,16.8,84.8,0.9,1.6
248,165.1,0,27.3,16.9,81.8,0.5,10.5,140.3,0.1,25.9,16.8,84.8,0.9,1.6,279,35.4,27.9,16.6,79.8,1.5,9
249,140.3,0.1,25.9,16.8,84.8,0.9,1.6,279,35.4,27.9,16.6,79.8,1.5,9,252.7,0,26,14.8,84.8,0.9,6.4
250,279,35.4,27.9,16.6,79.8,1.5,9,252.7,0,26,14.8,84.8,0.9,6.4,180.4,2.1,25.9,15.1,85.8,1.2,6.3
251,252.7,0,26,14.8,84.8,0.9,6.4,180.4,2.1,25.9,15.1,85.8,1.2,6.3,138.9,0,26.5,14.7,76.5,2.6,10.6
252,180.4,2.1,25.9,15.1,85.8,1.2,6.3,138.9,0,26.5,14.7,76.5,2.6,10.6,100.7,0,25.2,13.2,74,2.8,9.2
253,138.9,0,26.5,14.7,76.5,2.6,10.6,100.7,0,25.2,13.2,74,2.8,9.2,84.3,4.8,18.4,14.4,87,2.9,0
254,100.7,0,25.2,13.2,74,2.8,9.2,84.3,4.8,18.4,14.4,87,2.9,0,162,0.7,20.6,14.7,75.5,3.6,0.6
255,84.3,4.8,18.4,14.4,87,2.9,0,162,0.7,20.6,14.7,75.5,3.6,0.6,221.6,0,25.3,10.7,74,1.7,9.7
256,162,0.7,20.6,14.7,75.5,3.6,0.6,221.6,0,25.3,10.7,74,1.7,9.7,132.2,0,26.7,10.7,81.3,0.8,10.7
257,221.6,0,25.3,10.7,74,1.7,9.7,132.2,0,26.7,10.7,81.3,0.8,10.7,99.5,0,27.4,14.5,82,0.3,8.6
258,132.2,0,26.7,10.7,81.3,0.8,10.7,99.5,0,27.4,14.5,82,0.3,8.6,77.5,0,28,14,72.8,1.3,10.4
259,99.5,0,27.4,14.5,82,0.3,8.6,77.5,0,28,14,72.8,1.3,10.4,58.6,0.1,24.2,12.6,74.8,1.8,11.2
260,77.5,0,28,14,72.8,1.3,10.4,58.6,0.1,24.2,12.6,74.8,1.8,11.2,57.2,0,25,8.8,71.8,0.5,11.7
261,58.6,0.1,24.2,12.6,74.8,1.8,11.2,57.2,0,25,8.8,71.8,0.5,11.7,43.1,0,22.9,9.4,83,0.5,4.8
262,57.2,0,25,8.8,71.8,0.5,11.7,43.1,0,22.9,9.4,83,0.5,4.8,32.9,0,27.1,11.4,77.5,0.5,7.8
263,43.1,0,22.9,9.4,83,0.5,4.8,32.9,0,27.1,11.4,77.5,0.5,7.8,36.2,0,27.5,11.4,80.3,0.8,7.2
264,32.9,0,27.1,11.4,77.5,0.5,7.8,36.2,0,27.5,11.4,80.3,0.8,7.2,34.3,0,21.2,14.8,78.3,1.2,0
265,36.2,0,27.5,11.4,80.3,0.8,7.2,34.3,0,21.2,14.8,78.3,1.2,0,31.2,0,20,7.3,65,1.5,10.6
266,34.3,0,21.2,14.8,78.3,1.2,0,31.2,0,20,7.3,65,1.5,10.6,27.7,0,21,3.7,77.5,0.9,9
267,31.2,0,20,7.3,65,1.5,10.6,27.7,0,21,3.7,77.5,0.9,9,27.7,0,23.5,6.8,80,0.6,6.5
268,27.7,0,21,3.7,77.5,0.9,9,27.7,0,23.5,6.8,80,0.6,6.5,26.8,0,24.9,8.7,83.8,0.4,6.9
269,27.7,0,23.5,6.8,80,0.6,6.5,26.8,0,24.9,8.7,83.8,0.4,6.9,25.5,0,24.8,9.9,83.3,1.5,9.8
270,26.8,0,24.9,8.7,83.8,0.4,6.9,25.5,0,24.8,9.9,83.3,1.5,9.8,21.9,0,25.2,10.6,78.3,0.7,10.5
271,25.5,0,24.8,9.9,83.3,1.5,9.8,21.9,0,25.2,10.6,78.3,0.7,10.5,20.6,0,24.8,10.7,82.5,0.5,5.9
272,21.9,0,25.2,10.6,78.3,0.7,10.5,20.6,0,24.8,10.7,82.5,0.5,5.9,7.6,0,22.8,10,75.3,1.5,7
273,20.6,0,24.8,10.7,82.5,0.5,5.9,7.6,0,22.8,10,75.3,1.5,7,28.2,0,23.1,6.9,72.3,0.9,11
274,7.6,0,22.8,10,75.3,1.5,7,28.2,0,23.1,6.9,72.3,0.9,11,31.4,0,23.9,6.7,79,0.5,7.3
275,28.2,0,23.1,6.9,72.3,0.9,11,31.4,0,23.9,6.7,79,0.5,7.3,18.3,0,24.5,7.1,79.3,0.4,7.3
276,31.4,0,23.9,6.7,79,0.5,7.3,18.3,0,24.5,7.1,79.3,0.4,7.3,13.8,0,25.1,6.7,75.3,0.5,7.7
277,18.3,0,24.5,7.1,79.3,0.4,7.3,13.8,0,25.1,6.7,75.3,0.5,7.7,16,0,25,7.3,75,0.7,8.3
278,13.8,0,25.1,6.7,75.3,0.5,7.7,16,0,25,7.3,75,0.7,8.3,27.8,12.5,14.5,11.9,94.5,0.2,0
279,16,0,25,7.3,75,0.7,8.3,27.8,12.5,14.5,11.9,94.5,0.2,0,26.7,1,20.6,11.3,91,0.5,1.8
280,27.8,12.5,14.5,11.9,94.5,0.2,0,26.7,1,20.6,11.3,91,0.5,1.8,12.2,0,23.7,11.5,84,0.7,4.8
281,26.7,1,20.6,11.3,91,0.5,1.8,12.2,0,23.7,11.5,84,0.7,4.8,24.5,0.8,23.7,9.7,72.3,1.5,9.3
282,12.2,0,23.7,11.5,84,0.7,4.8,24.5,0.8,23.7,9.7,72.3,1.5,9.3,13.9,0,22.2,6.4,80.3,0.5,7.8
283,24.5,0.8,23.7,9.7,72.3,1.5,9.3,13.9,0,22.2,6.4,80.3,0.5,7.8,15.4,4.8,17.8,11.8,89.5,0.4,0
284,13.9,0,22.2,6.4,80.3,0.5,7.8,15.4,4.8,17.8,11.8,89.5,0.4,0,17.5,0,25.2,10.5,79.3,1.5,10.6
285,15.4,4.8,17.8,11.8,89.5,0.4,0,17.5,0,25.2,10.5,79.3,1.5,10.6,13.8,0,22.7,13.4,70.3,3,5.9
286,17.5,0,25.2,10.5,79.3,1.5,10.6,13.8,0,22.7,13.4,70.3,3,5.9,14.2,0,23.5,11.2,81.5,1,7.6
287,13.8,0,22.7,13.4,70.3,3,5.9,14.2,0,23.5,11.2,81.5,1,7.6,13.8,0,20.9,5.8,73.3,1,9.4
288,14.2,0,23.5,11.2,81.5,1,7.6,13.8,0,20.9,5.8,73.3,1,9.4,12.2,0,21.2,4.7,77.8,0.5,7.3
289,13.8,0,20.9,5.8,73.3,1,9.4,12.2,0,21.2,4.7,77.8,0.5,7.3,10.8,0,19.2,8.3,79.3,0.3,4.4
290,12.2,0,21.2,4.7,77.8,0.5,7.3,10.8,0,19.2,8.3,79.3,0.3,4.4,4,0,22.1,6.2,77.5,1.4,4.9
291,10.8,0,19.2,8.3,79.3,0.3,4.4,4,0,22.1,6.2,77.5,1.4,4.9,8.2,0,19.6,8,82.5,0.7,0.6
292,4,0,22.1,6.2,77.5,1.4,4.9,8.2,0,19.6,8,82.5,0.7,0.6,13.6,0,22.4,4.6,71.3,1.3,9
293,8.2,0,19.6,8,82.5,0.7,0.6,13.6,0,22.4,4.6,71.3,1.3,9,6.3,0,21.7,5,75.5,1.2,8.6
294,13.6,0,22.4,4.6,71.3,1.3,9,6.3,0,21.7,5,75.5,1.2,8.6,13.2,0,14.8,1.2,69.5,1.2,9.9
295,6.3,0,21.7,5,75.5,1.2,8.6,13.2,0,14.8,1.2,69.5,1.2,9.9,12.6,0,14.9,-2.6,70.5,1,10.1
296,13.2,0,14.8,1.2,69.5,1.2,9.9,12.6,0,14.9,-2.6,70.5,1,10.1,8.3,0,18.8,-1.5,71.5,0.7,9.9
297,12.6,0,14.9,-2.6,70.5,1,10.1,8.3,0,18.8,-1.5,71.5,0.7,9.9,7.6,0,15.6,0.6,75.5,0.5,6.5
298,8.3,0,18.8,-1.5,71.5,0.7,9.9,7.6,0,15.6,0.6,75.5,0.5,6.5,5.8,11.6,11.2,0.4,85.3,4,0
299,7.6,0,15.6,0.6,75.5,0.5,6.5,5.8,11.6,11.2,0.4,85.3,4,0,13.6,0,4.8,0.2,44.8,6.3,5.6
300,5.8,11.6,11.2,0.4,85.3,4,0,13.6,0,4.8,0.2,44.8,6.3,5.6,8.7,0,11.4,-0.2,49.3,3.7,9.3
301,13.6,0,4.8,0.2,44.8,6.3,5.6,8.7,0,11.4,-0.2,49.3,3.7,9.3,12.3,0,12.7,-4,73.3,1,9.9
302,8.7,0,11.4,-0.2,49.3,3.7,9.3,12.3,0,12.7,-4,73.3,1,9.9,11.6,0,14.9,-3.7,74,0.9,9.5
303,12.3,0,12.7,-4,73.3,1,9.9,11.6,0,14.9,-3.7,74,0.9,9.5,3.7,1.1,12.7,-2.4,78.3,2.9,5.6
304,11.6,0,14.9,-3.7,74,0.9,9.5,3.7,1.1,12.7,-2.4,78.3,2.9,5.6,9.5,0,11.3,-2.2,55,1.6,9.4
305,3.7,1.1,12.7,-2.4,78.3,2.9,5.6,9.5,0,11.3,-2.2,55,1.6,9.4,9.7,0.1,12.3,-1.7,72.8,0.7,2.7
306,9.5,0,11.3,-2.2,55,1.6,9.4,9.7,0.1,12.3,-1.7,72.8,0.7,2.7,6.8,0,14,0.8,73.5,1,6.2
307,9.7,0.1,12.3,-1.7,72.8,0.7,2.7,6.8,0,14,0.8,73.5,1,6.2,5.8,0,15.2,-2.7,73.8,0.7,10
308,6.8,0,14,0.8,73.5,1,6.2,5.8,0,15.2,-2.7,73.8,0.7,10,5.8,0,11,0.7,82,0.5,1.2
309,5.8,0,15.2,-2.7,73.8,0.7,10,5.8,0,11,0.7,82,0.5,1.2,9.2,0.3,19,3.7,76.8,1.4,6.4
310,5.8,0,11,0.7,82,0.5,1.2,9.2,0.3,19,3.7,76.8,1.4,6.4,9.1,0,18.7,4.1,77.3,1,6.6
311,9.2,0.3,19,3.7,76.8,1.4,6.4,9.1,0,18.7,4.1,77.3,1,6.6,2.7,0,17.8,3.4,65.5,2.8,5.6
312,9.1,0,18.7,4.1,77.3,1,6.6,2.7,0,17.8,3.4,65.5,2.8,5.6,7.7,0,8.4,-2.3,52.8,2.1,9.1
313,2.7,0,17.8,3.4,65.5,2.8,5.6,7.7,0,8.4,-2.3,52.8,2.1,9.1,6.7,0,11,-4.6,74.5,1.1,7.7
314,7.7,0,8.4,-2.3,52.8,2.1,9.1,6.7,0,11,-4.6,74.5,1.1,7.7,3.4,0,14.9,-1.3,76.5,1.1,5.2
315,6.7,0,11,-4.6,74.5,1.1,7.7,3.4,0,14.9,-1.3,76.5,1.1,5.2,4.3,0,17.3,5,78.5,0.7,5.2
316,3.4,0,14.9,-1.3,76.5,1.1,5.2,4.3,0,17.3,5,78.5,0.7,5.2,7.5,4.4,15.3,3.7,81,2.5,0
317,4.3,0,17.3,5,78.5,0.7,5.2,7.5,4.4,15.3,3.7,81,2.5,0,7.4,0,4.1,-4.2,44.8,4,8.7
318,7.5,4.4,15.3,3.7,81,2.5,0,7.4,0,4.1,-4.2,44.8,4,8.7,7,0.9,6.1,-5.2,88.5,0.5,2.1
319,7.4,0,4.1,-4.2,44.8,4,8.7,7,0.9,6.1,-5.2,88.5,0.5,2.1,9.4,0,11.7,-4,77.5,0.4,8.4
320,7,0.9,6.1,-5.2,88.5,0.5,2.1,9.4,0,11.7,-4,77.5,0.4,8.4,11.2,0,13.8,-1.2,75.5,0.3,4.2
321,9.4,0,11.7,-4,77.5,0.4,8.4,11.2,0,13.8,-1.2,75.5,0.3,4.2,4.6,0.4,13.6,0.8,76,0.5,6
322,11.2,0,13.8,-1.2,75.5,0.3,4.2,4.6,0.4,13.6,0.8,76,0.5,6,4.7,0,12.4,-0.2,89.8,0.5,3.2
323,4.6,0.4,13.6,0.8,76,0.5,6,4.7,0,12.4,-0.2,89.8,0.5,3.2,3.4,0,13.9,0.3,88,0.6,4.2
324,4.7,0,12.4,-0.2,89.8,0.5,3.2,3.4,0,13.9,0.3,88,0.6,4.2,7.2,0,11,-0.3,87.5,0.5,2.6
325,3.4,0,13.9,0.3,88,0.6,4.2,7.2,0,11,-0.3,87.5,0.5,2.6,8.6,1.1,14.5,7.1,78.3,2,0
326,7.2,0,11,-0.3,87.5,0.5,2.6,8.6,1.1,14.5,7.1,78.3,2,0,3.4,0,16.4,3.3,77.5,1.4,8.2
327,8.6,1.1,14.5,7.1,78.3,2,0,3.4,0,16.4,3.3,77.5,1.4,8.2,3.4,0,11.2,1.3,91.3,0.6,3.6
328,3.4,0,16.4,3.3,77.5,1.4,8.2,3.4,0,11.2,1.3,91.3,0.6,3.6,12.4,9.9,8.6,2.3,95.5,1,0
329,3.4,0,11.2,1.3,91.3,0.6,3.6,12.4,9.9,8.6,2.3,95.5,1,0,13.9,0,11.8,1.9,79,1.2,3
330,12.4,9.9,8.6,2.3,95.5,1,0,13.9,0,11.8,1.9,79,1.2,3,14.1,0,13.8,3.9,78,0.6,5.9
331,13.9,0,11.8,1.9,79,1.2,3,14.1,0,13.8,3.9,78,0.6,5.9,15.6,0,9.5,1.6,90.3,0.7,1.9
332,14.1,0,13.8,3.9,78,0.6,5.9,15.6,0,9.5,1.6,90.3,0.7,1.9,11.2,0,14.3,1.5,82.8,0.4,5.7
333,15.6,0,9.5,1.6,90.3,0.7,1.9,11.2,0,14.3,1.5,82.8,0.4,5.7,10.2,0,6.4,-0.4,93.3,0.3,1.6
334,11.2,0,14.3,1.5,82.8,0.4,5.7,10.2,0,6.4,-0.4,93.3,0.3,1.6,6.4,0.5,12.9,0.1,68.3,1.7,3.7
335,10.2,0,6.4,-0.4,93.3,0.3,1.6,6.4,0.5,12.9,0.1,68.3,1.7,3.7,11.5,0,11.1,-3.9,76,0.6,8.3
336,6.4,0.5,12.9,0.1,68.3,1.7,3.7,11.5,0,11.1,-3.9,76,0.6,8.3,6.8,3.3,6.6,-2.3,71.3,2.7,0.6
